model,scenario,investment_score,investment_score_2050,Region
IMAGE 3.2,SSP1_SPA1_19I_LIRE,0.18566418586147257,0.22644160152087103,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,0.19404566891407288,0.244436517646378,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_RE,0.16632904947891805,0.2336254353956624,R10AFRICA
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,0.1777324636777116,0.277078624196435,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_D_LB,0.15460581382494834,0.20714151751215987,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,0.19957990885548593,0.2496149408421742,R10AFRICA
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,0.22438632199031944,0.2724172710072464,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_D,0.17114210498015406,0.22587877664823913,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_LI,0.15120252504176432,0.2083934892348423,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_LIRE,0.22884755348566332,0.2761698629078231,R10AFRICA
IMAGE 3.2,SSP2_SPA2_19I_RE,0.24254896520768382,0.29793995336093393,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,0.18040235156868578,0.19206037128780115,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,0.1818606502727737,0.19452325078111915,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,0.1623795895746821,0.1739738960119763,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,0.17914160617765015,0.18666591897329401,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,0.1792583628036392,0.1876006862327849,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,0.1616461655515844,0.17258620000121092,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,0.20329260090132578,0.2149022957094704,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,0.20239277563222094,0.21164703152248074,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,0.19795500454575846,0.2030227515798458,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,0.21693858364301882,0.27204631535565704,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,0.19012989420748114,0.19065004139364636,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,0.19964916895393134,0.24116920050178425,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,0.19105419165125345,0.19190496093128406,R10AFRICA
