model,scenario,final_demand_reduction,electrification,transition_speed_score,Region
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,0.6274284456146872,0.4773255599236104,1.1047540055382976,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900,0.7564004819220989,0.6564881142386756,1.4128885961607744,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,0.7256040271521567,0.5812503834664351,1.3068544106185918,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900f,0.5818202009945186,0.4607027356357477,1.0425229366302662,R10INDIA+
WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,0.5645892343039397,0.4337520657334777,0.9983413000374174,R10INDIA+
IMAGE 3.0,ENGAGE-INDCi2030-1000,0.53399441952715,0.27517630189104825,0.8091707214181982,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-1000f,0.335946641138324,0.3000265378215829,0.6359731789599069,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-1200,0.42853935863516535,0.0,0.42853935863516535,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-1200f,0.1797200014190028,0.06066190730639178,0.24038190872539458,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-1400f,0.18197017630429851,0.19045702135362774,0.37242719765792626,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-800f,0.5235288538266222,0.22992477689158847,0.7534536307182107,R10AFRICA
IMAGE 3.0,ENGAGE-NPi2020-1000,0.35922338731366493,0.12427826372817954,0.4835016510418445,R10AFRICA
IMAGE 3.0,ENGAGE-NPi2020-1200,0.21494375536693267,0.036246700747068095,0.25119045611400076,R10AFRICA
IMAGE 3.0,ENGAGE-NPi2020-1400,0.14095177220116514,0.10227467009025457,0.2432264422914197,R10AFRICA
IMAGE 3.0,ENGAGE-NPi2020-1400f,0.08948949508810611,0.1558590127472173,0.24534850783532342,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Default,0.06611418145991968,0.3207372084312024,0.3868513898911221,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,0.06489722020322865,0.6709447530916625,0.7358419732948911,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Renewables,0.10868170802508234,0.7439005313642783,0.8525822393893606,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Default,0.009036017662087028,0.24039280029227655,0.24942881795436359,R10AFRICA
