model,scenario,environmental_score,environmental_score_2050,Region
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,1.9837347275747965,1.2689743394036053,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,1.9837347275747965,1.2689743394036053,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,1.9768982696608863,1.2367480360389411,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,1.9767469648011171,1.2360348017335623,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,1.9786231450622562,1.24487890712025,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,1.9836792491262147,1.2687128201583018,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CO_Bridge,2.0,1.3456470272317573,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,1.9836792491262147,1.2687128201583018,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,1.9768553999506184,1.2365459529857503,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,1.9984844296546438,1.338502796939553,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,1.9984844296546438,1.338502796939553,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,1.9761921803152962,1.233419609280509,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,1.9836792491262147,1.2687128201583018,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,1.9786231450622562,1.24487890712025,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,2.0,1.3456470272317573,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,2.0,1.3456470272317573,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,1.9829882902666012,1.265455716830407,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,1.9768301824739902,1.2364270806015203,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,1.9979119929351823,1.3358043938175344,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,1.9979119929351823,1.3358043938175344,R10INDIA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,1.9761820933246448,1.233372060326817,R10INDIA+
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,1.9761820933246448,1.233372060326817,R10INDIA+
